No,Datetime,User,Text
828,2019-10-27 01:56:44+00:00,nusabalicom,Gundala: Kebangkitan Komik Pahlawan Indonesia http://bit.ly/344oYnh #KomikIndonesia #berita #nusabali #UWRF2019 #Gundala #UWRF2019 #UbudWritersandReaderFestival2019 #UbudWritersandReaderFestival #Event
829,2019-10-26 23:41:51+00:00,senorjoey,Berarti udh lebih dr target dong ya? Hehee.. Kalo mnrt gue pribadi #gundala terlalu cepat gulung layar.. Padahal mungkin jika masih masuk 2 minggu lagi dngn gimmick promosi yg tepat bisa tembus 2 juta..
830,2019-10-26 16:11:47+00:00,pusanding,Harapan bagi rakyat adalah candu. Dan Candu itu bahayaâ€ #Gundala #GundalaFanArt #gundalafigure #superheroindonesia #bumilangit #bumilangitcinematicuniverse #fanmade #pusandingartworks #benipusandingtuah #actionfigure #figurecustom #handmade #scuplt
831,2019-10-26 13:41:39+00:00,dheluck_man,Terus mencoba #Gundala 
832,2019-10-26 12:51:10+00:00,mosmarth,At @ubudwritersfest and finally. One of the first name and title in indonesian modern comic scene that i adore. Its Peter van Dongen with his masterpiece Rampokan. And he have #Gundala with him! Enjoy sir! 
833,2019-10-26 11:45:08+00:00,adriDahlia,Sang penulis & Sang sutradara terkeren Indonesia. Thanx bang @jokoanwar sudah mampir ke radio kami @1015dahliafm #perempuantanahjahanam #pengabdisetan #gundala #modusanomali @Radioâ€¦ https://www.instagram.com/p/B4FIiHTnka0JpzNG0CpgSCl2KsqIkrcMVws2f00/?igshid=1xrkn8c6qhzx0
834,2019-10-26 08:52:13+00:00,masupri,Jika sebagai @jokoanwar iyes tapi kalo sebagai bagian dari universe lihat saja #gundala
835,2019-10-25 15:15:00+00:00,SCTV,Selamat ulang tahun @AbimanA_A si tampan pemeran #Gundala #JagoanIndonesia! https://bit.ly/33Y71H1 via @liputan6dotcom #SCTVInfotainment
836,2019-10-25 11:41:21+00:00,bebenno,Jangan takut berbuat kesalahan yaa #gundala #pengkor
837,2019-10-25 08:33:05+00:00,AgustinTw8,Masih ada waktu kalau mau berkunjung. Event berlangsung sampai tanggal 27 Oktober 2019. #Gundala #sancakaakupadamu
838,2019-10-24 15:37:51+00:00,gundalaofficial,Selamat Ulang Tahun #Gundala Abimana Aryasatya @abimana_arya ! Mari kita kirimkan doa untuk Sancaka agar dapat selalu melindungi negeri ini dari Pengkor dan lainnya. Karena Negeri ini Butuh Patriot! #JagatSinemaBumilangit
839,2019-10-24 14:22:55+00:00,malvisyahrin,Selamat Milad one of hero a.k.a Patriots from my lovely country #Gundala 
840,2019-10-24 10:00:23+00:00,bumilangitcom,Yuk lengkapi koleksi merchandise Gundala-mu di official store Bumilangit! Langsung klik : http://bit.ly/bukalapakBL ! . #gundala #JagoanIndonesia #JagatSinemaBumilangit #NegeriIniButuhPatriot
841,2019-10-24 04:53:06+00:00,aneukbiroe,#gundala
842,2019-10-24 00:40:47+00:00,postercoid,Sebelum film #Gundala terbaru versi Jagat Sinema Bumi Langit kita sudah memiliki superhero Gundala Putra Petir pertama versi Teddy Purba yang dirilis tahun 1981. https://lk21.co.id/titles/25093/gundala-putra-petir
843,2019-10-23 17:09:09+00:00,ibepibep,Happy birthday! @AbimanA_A #Gundala 
844,2019-10-23 15:56:20+00:00,dhiniys_,Euphoria #PTJ melebihi #Gundala. Gue nontonin hampir semua interview castnya di beberapa kanal YouTube. Makin penasaran karena message yang berkali-kali disebutkan adalah â€œDo you really know your family?â€ Oiya gue juga seneng banget liat Marissa Anita disini 
845,2019-10-23 11:14:59+00:00,rkytbumilangit,Coba pilih karakter pilihanmu beserta bidang kementeriannya untuk mengisi #KabinetBumilangit ~ Bisa kamu pilih dari karakter film #Gundala ataupun dari #KomikBumilangit yang pernah kamu baca! Sertakan tagar #KabinetBumilangit beserta alasan singkatnya ya! ~
846,2019-10-22 15:50:03+00:00,ValdisGhaffar,#Gundala 
847,2019-10-22 14:23:16+00:00,nmsisilia,Ini tahunnya Joko Anwar (beserta proyek-proyek film ambisiusnya) deh kayaknya. #gundala #PerempuanTanahJahanam #RatuIlmuHitam
848,2019-10-22 12:17:54+00:00,JorenMr,Kuy kumpulan filem terbaru (2019) Kualitas beragam ada yang udah HDCAMWEBDLBLURYDLL langsung aja Daftar film - JOKER (2019) - DANUR 3 SUNYARURI (2019) - GUNDALA - DUA GARIS BIRU Masuk aja linknya Link : https://pastelink.net/11s3p #filmterbaru #joker #gundala #duagarisbiru
849,2019-10-22 10:22:53+00:00,bapakranger,Salah satu yang selalu bikin greget kalo baca komik2 karya Hasmi dan Wid NS adalah plesetan nama2nya. Misalnya: Planet Gijamzoe Jendral Quia Numu Negeri Yakhe Mon dll. Saat konten lokal dihadirkan dengan menarik dan menghibur #Gundala #Godam #Hasmi #WidNS
850,2019-10-22 09:31:57+00:00,mosmarth,50 years of #Gundala will be displayed on exhibition as part of this year's @ubudwritersfest lets have a chat over the rich history of this character.
851,2019-10-22 08:22:09+00:00,prnmsw,Kapan ya ada panggilan untuk jadi menteri. #panggilanbapak #gundala 
852,2019-10-22 05:08:55+00:00,SydAlawie,Wah iya lagi wkwk dan keduanya sama2 kesandung. source: BumiLangit Rakyatposting #PerempuanTanahJahanam #gundala @jokoanwar
853,2019-10-21 16:21:09+00:00,erlanafirdaus,Setelah #Gundala sekarang dihibur oleh #PerempuanTanahJahanam Terima kasih @jokoanwar 
854,2019-10-21 13:26:25+00:00,robotgoblok,Limited edition. Hanya tersedia dua di seluruh dunia termasuk dunia paralel. #gundalathemovie #gundalafanart #gundala #totebag #stencilart @Loop Station Yogyakarta https://www.instagram.com/p/B34cJo1g7OH/?igshid=wuvckimpzkh6
855,2019-10-21 10:00:21+00:00,bumilangitcom,Ada merchandise keren dari Gundala X @tokosamisami! Mulai dari hoodie totebag dan t-shirt udah bisa dipesan. Yuk segera dapatkan dengan ikutan pre-order langsung melalui @tokosamisami ! . #Gundala #JagatSinemaBumilangit #JagoanIndonesia #NegeriIniButuhPatriot
856,2019-10-21 06:05:00+00:00,thedisplaynet,While watching #Gundala a month ago was a bit excruciating @jokoanwar redeems himself big time on #PerempuanTanahJahanam https://thedisplay.net/2019/10/21/review-perempuan-tanah-jahanam/ #thedisplay
857,2019-10-21 05:07:52+00:00,AwanKiko,â€œJangan terlalu pintar kamu nanti tak ada gunanya untuk saya.â€ (Ghazul - #Gundala)
858,2019-10-20 17:42:58+00:00,ophelialialia,sama cast gundala pengen upload dari pas magang uda gatel.. Here i am... #gundala
859,2019-10-20 15:54:07+00:00,sangpenjihir,tapi tapi  Karena aq Devastated pas tau Sancaka baru 29 tapi stress idupnya udah ngalahin orang gatau umur berapa I doodled him with this   emoji as self-care #Gundala 
860,2019-10-20 12:14:52+00:00,reytenstiel,Anyone? Ganda Hamdan content. Requested by @OneTweetsThings  sorry kalo flop. semoga di sekuelnya screentime Ganda nambah setengah jam. #Gundala 
861,2019-10-20 11:00:11+00:00,bumilangitcom,Kolaborasi terbaru dari Bumilangit dan @Tokome_id bersama ilustrator kebanggan Indonesia Hari Merdeka bisa kalian dapatkan dalam bentuk T-shirt Design Gundala versi Hari Merdeka. Dapatkan hanya di http://tokome.id/bumilangit_store ! . #Gundala #JagoanIndonesia #JagatSinemaBumilangit
862,2019-10-20 01:15:21+00:00,ApaNonton,Bicara soal film #jokoanwar ini link review #Gundala Nonton Apa yang dapat hujatan kolektif dari netizen penghuni #BumilangitCinematicUniverse : https://youtu.be/iGUco6bwQrU gotta love the hate comments sayang kan tidak berarti harus memuji #reviewfilm #nontonapa
863,2019-10-19 14:31:02+00:00,sugariedelrey,Actually bcoz of Joker i kinda wish that #Gundala #BCU would incorporate mental illness issue in the universe.
864,2019-10-19 13:44:08+00:00,young_ayyzian,And i totally luv luv luv @MarissaAnitaâ€™s performance in #perempuantanahjahanam from a shonen protag mommy in #Gundala to a sassy mbak Dini in PTJ 
865,2019-10-19 11:22:12+00:00,nhangpermana,Dan gue masih inget di ending #Gundala . Pas Ngomong Ingsun Ghazul mbah
866,2019-10-19 07:51:34+00:00,pecintasendja,5. #Gundala Harapannya tahun2 kedepan film superhero lokal semakin bagus 
867,2019-10-19 07:29:35+00:00,aryoanindito,Morning doodlings with my son. Me and my son versions of #gundala 
868,2019-10-19 03:59:05+00:00,tyaarim,#Joker &gt
869,2019-10-19 01:43:57+00:00,fortunebaladewa,Kolaborasi lokal vs internasional ... #gundala #captamerica #spiderman #wonderwoman #rshs #bandung #hutrshs96 @Rumah Sakit Hasan Sadikin https://www.instagram.com/p/B3yCKz5hLYI/?igshid=m17inw1jcdbi
870,2019-10-18 19:04:07+00:00,AthaOfficialID,Drost or Tanto Ginanjar sang penempa danieladnan #instagram #instagood #instadaily #instapic #buffaloboys #gundala #popular #worldwide #movie #gundalamovie #instagramers #instagramhub #actor #lyfestyle #webstagram https://www.instagram.com/p/B3xUaXwlNKr/?igshid=4h7ch289kx2
871,2019-10-18 14:40:46+00:00,Midoenesia_Raya,Sinciki kecil @MuzakkiRamdhan #Gundala â€“ at Epicentrum XXI
872,2019-10-18 12:56:24+00:00,febyrizaldi,Persoalan yg sama yg terjadi pada #gundala
873,2019-10-18 12:52:10+00:00,adamnugraha03,Yang paling bikin favorit dr film #PerempuanTanahJahanam by @jokoanwar ini memang semua pemerannya sangat bagus. Ceritanya sangat kuat di karakter manusia yg antagonis. Mirip dg yg diplot di #Gundala 
874,2019-10-18 06:28:36+00:00,AswinDafry,So.. Saya dan @sikupat sempat bersitegang  hingga menghasilkan Podcast ini. Mendebat Film #gundala  Bagi teman2 @rkytbumilangit feel free to join the discussion on reply tab yah.
875,2019-10-18 02:22:18+00:00,gallery_aya, #Gundala ala ala... Udah jadi gaya gambar gini pas bikin fanart jadinya gaya manga butuh kesabaran dan ketelatenan biar proporsinya pas pake penbrush di photoshop dengan size kecil ternyata enak juga buat finishing sketsa @pinotski
876,2019-10-17 17:32:44+00:00,ari_aditya,I hope Indonesian films exist in @hbomax  Indonesia has Awesome Super Hero  #Gundala
877,2019-10-17 16:00:30+00:00,galihpepe,#PerempuanTanahJahanam = #gundala 
878,2019-10-17 15:08:12+00:00,fadelee,Dari film @jokoanwar pengabdi setan #gundala  dan #PerempuanTanahJahanam gw jadi mikir  bang jokoanwar ngebet banget ya pengen punya anak. Bisa kali bang dari jenggotnya abang dicabut terus ditiup lalu jadi anak macam sun go kong kera sakti.
879,2019-10-17 13:33:21+00:00,anakpedigree,@MarissaAnita cukup menarik (mungkin masuk di film romcom selanjutnya). Doi (khususnya) &amp
880,2019-10-17 13:13:32+00:00,setyawanms,Halo mas @jokoanwar filmmu #PerempuanTanahJahanam luweh apik Dari pada #gundala. Suwun
881,2019-10-17 11:03:07+00:00,schmetterlinx,Cyberpunk Gundala. Maaf saya pewarna yang buruk #peranggambargundala @bumilangitofficial @elexmedia @kolonipublishers #gundala #cyberpunk #scifiart #conceptart #hightech
882,2019-10-17 08:16:21+00:00,tramadanur,#PengabdiSetan telah mengeset standar baru Film Horor Indonesia #Gundala telah mengeset standar baru Film Superhero Indonesia. Bagaimana dengan Perempuan Tanah Jahanam? Membuat ngeri dan ngilu dengan adegan-adegan yang ditawarkan.
883,2019-10-17 06:06:40+00:00,tyasseta,I'm crazy with @danielwarrenart so I did this for a local superhero's movie. They put it in the theater #gundala #fanart
884,2019-10-17 03:36:35+00:00,CalonAlfatih,Ehhh ketemu gundala sama pak hasmi... @gundalaofficial @bumilangitcom #gundala #rakyatbumilangit
885,2019-10-17 01:44:58+00:00,Kkfauzi,Awang just look at the future behind you. #awang #gundala #FANART #godamfanart #illustration #digitalpainting #painting
886,2019-10-16 12:25:23+00:00,natasyapusung_,Salutt! Pemeran menurut gue paling keren di #Gundala
887,2019-10-16 06:40:10+00:00,bayuarafat,Unpainted Prototype Gundala Armored Suit 1/6th Statue & Action Figure by #DolananKeren #gundala @jokoanwar
888,2019-10-16 05:53:18+00:00,sultanmuzaffar,Ada ciri-ciri Sancaka #Gundala ke tidak? @Bront_Palarae Siapa jawab macam Perempuan Tanah Jahanam siap! @sharifahamani
889,2019-10-16 04:52:39+00:00,dramboro999,YOGYAKARTA KOMiK WEEKS Bangunlah Jiwanya Bangunlah Badannya. #ykw #yogyakartakomikweeks #museumsonobudoyo #sonobudoyomuseum #komik #komikweeks #komikers #komikindonesia #gundala #patung #patunggundalaâ€¦ https://www.instagram.com/p/B3qpX_JFM1t/?igshid=69uthadq8unm
890,2019-10-16 04:34:08+00:00,pusanding,Rakyat harus terus Bodoh kalau kalian mau dunia aman.â€ #Gundala ï¿¼ #gundala2019 #bumilangit #GundalaFanArt #gundalafigure #superheroindonesia #gundalafanmade #gundalaputrapetir #gundalamovie #pusandingartworks #benipusandingtuah #actionfigure #scuplt #jokoanwar #Epoclay
891,2019-10-16 03:15:25+00:00,realiamriku,I'm so Productive this year haha #artvsartist2019 #artvsartist #zelda #zeldabotw #rurounikenshin #spiderman #intospiderverse #gundala #fireforce #glass #split #Unbreakable #demonslayer #kimetsunoyaiba #Tanjiro #Joker
892,2019-10-15 16:43:21+00:00,novrymanth,@gundalaofficial #Gundala
893,2019-10-15 13:31:18+00:00,PramudyaJaka,https://www.instagram.com/p/B3o_uLCJxEZ/?igshid=1jah6ikoya5up #gundala
894,2019-10-15 12:34:29+00:00,syidhiqarahman,#FilmBEBAS &amp
895,2019-10-15 03:34:24+00:00,bebenno,Semua bermula dari tayangnya gundala di bioskop dan diambilnya kesempatan oleh seller yang mendapat lisensi resmi untuk membuat action figure #gundala ukuran 1/6 inch. Dia pun membuka Pre order untuk 50 orang pertama dan dijual di Tokopedia. Bagus ya prototypenya 
896,2019-10-15 03:31:41+00:00,mas_barley,Ijen Tatag ... .. . #bartleyamar #superhero #superhuman #gundala #jagadbumilangit #indonesia #jagoan #toystory #toysunion #toysphotogram #epictoyart #toypops2 #toysphotography https://www.instagram.com/p/B3n7UaGJIMD/?igshid=15qs1f8h3qi3p
897,2019-10-15 03:27:27+00:00,bebenno,Memetik moral pelajaran hidup dari Pengalaman ku membuat action figure #gundala nya #bumilangituniverse :::A THREAD::: -let's Begin-
898,2019-10-14 14:01:38+00:00,mas_barley,katanya sih mirip #gundala ... .. . #bartleyamar #superhero #superhuman #jagadbumilangit #indonesia #jagoan #canon #5dmkii #50mm14 https://www.instagram.com/p/B3menZBJDqn/?igshid=18nbcg38nqr3n
899,2019-10-14 13:27:40+00:00,percapops,my hand slipped.... #gundala https://archiveofourown.org/works/21029387 a lil wulan-centric fic for y'all (cause #stanwulan)
900,2019-10-14 13:03:12+00:00,LutfiBekayka,Sesuatu yang tidak pernah abadi adalah Perdamaian. #bumilangit #Gundala @jokoanwar @AbimanA_A
901,2019-10-14 11:55:53+00:00,channelmaenan,GUNDALA (Abimana Aryasetya) at INDONESIA COMIC CON 2019 Official Costume #gundala https://youtu.be/DtX02Hj0ZyU via @YouTube
902,2019-10-14 11:00:07+00:00,TribunNew5,Rela Berlatih Fisik Cara #PevitaPearce Demi Peran Sri Asih Agar Bisa Sesukses #Gundala https://seleb.tribunnews.biz
903,2019-10-14 09:18:21+00:00,AoiArv,Ini nih Bukti kalo Resonansi Suara itu sangat ajaib beton aja jadi karet apa lagi cuma kaca. #Gundala @gundalaofficial @rkytbumilangit @bumilangitcom @SCP_Films @jokoanwar
904,2019-10-14 07:05:23+00:00,sulaiman_shahir,Gundala sling bag by iconic_project_studio Nice! Love to having it. #malaysiaproducer #gundalamerchandise #gundala #superhero #jokoanwar #indonesiafilm gundalaofficial https://www.instagram.com/p/B3lu-rpDcAi/?igshid=1b3oivsr2bpd
905,2019-10-14 02:57:46+00:00,TaufiqZo,Belum diwarnain aja udah keren. #gundala https://www.instagram.com/p/B3lSpGKlr0Q/?igshid=s6200s2jm9a
906,2019-10-14 02:31:24+00:00,han_fatalizious,& Now... #Gundala .....kok langsung teringat adegan ini 
907,2019-10-13 22:39:40+00:00,TGVCinemas,Korang teruja? #Gundala #BumiLangit #BumilangitCinematicUniverse #TGV #TGVCinemas
908,2019-10-13 22:39:39+00:00,TGVCinemas,Poster Rasmi Gundala #Gundala 
909,2019-10-13 18:13:24+00:00,wafibtf,Di #PengabdiSetan ada ibu di #Gundala ada bapak. Curiga #PerempuanTanahJahanam ada anaknya bapak sama ibu.
910,2019-10-13 17:35:49+00:00,moviegoersphile, #RakyatBumilangit #Gundala 
911,2019-10-13 16:01:42+00:00,rahmanKsaputra,salah satu harta karun yg didapat dari indocomiccon original sketch by masbro ardian_syaf sukses selalu idolak #indocomiccon #indocomiccon2019 #gundala #ardiansyafart #icc2019 #Jakarta #Indonesia @JCCâ€¦ https://www.instagram.com/p/B3kHjwpAZgQ/?igshid=t66tvlazkavt
912,2019-10-13 15:49:12+00:00,iamsab7,One more bhai #gundala Hahhah maksa banget gua. Heraaan #uuhhfff
913,2019-10-13 15:39:28+00:00,joni_akbar,#latepost #bumilangit #pevitapearce #banksahabatsampoerna #hobbsandshaw #gundala #accorplus #sriasih @Balai Sidang Jakarta Convention Center â€” di Balai Sidang Jakarta Convention Center https://www.facebook.com/1486943106/posts/10220595940396928/
914,2019-10-13 14:05:54+00:00,RezaTawada,Aerobikan lagi asik nih kayanya hahahaha . . . . . . . #berkata #gundala #simpanrindu #edm #electronicdancemusic #music #dance @Taman Corat Coret Bogor https://www.instagram.com/p/B3j6QtagoRx/?igshid=16odee7n65zf6
915,2019-10-13 10:59:16+00:00,TaufiqZo,#gundala @Palang Pintu Kereta Api https://www.instagram.com/p/B2Za5H0Fuok/?igshid=ljwo67d3fb15
916,2019-10-13 09:59:52+00:00,DaffaFuture,Menurut kalian apakah pendapatan #PerempuanTanahJahanam akan melampaui #Gundala?
917,2019-10-13 08:12:19+00:00,AngeloScoops,Dampak dari @bumilangitcom yg skrg lagi memulai jagat sinemanya itu bagus buat industri cerita bergambar Indonesia. Karna skrg gw jadi berburu komik-komik lokal Indonesia. Makasih ya bang @jokoanwar udh bikin #Gundala jadi pintu dan jendela bagi kreator Indonesia.
918,2019-10-13 04:28:22+00:00,SCP_Films,SRI ASIH akan hadir hari ini di Indonesia Comic Con 2019 JCC Senayan Minggu 13 Okt 2019 16.00 Jangan lewatkan bertemu langsung dengan SriAsih @pevpearce - Ditunggu ya di @IndoComicCon ! #SriAsih #SriAsih2020 #JagatSinemaBumilangit #Gundala 
919,2019-10-13 04:27:03+00:00,sriasihofficial,SRI ASIH akan hadir hari ini di Indonesia Comic Con 2019 JCC Senayan Minggu 13 Okt 2019 16.00 Jangan lewatkan bertemu langsung dengan SriAsih @pevpearce - Ditunggu ya di @indocomiccon ! #SriAsih #SriAsih2020 #JagatSinemaBumilangit #Gundala 
920,2019-10-13 03:00:16+00:00,WallexID,Masih bingung harus pakai apa untuk #Halloween 2019? Berikut adalah karakter tren teratas yang dapat Anda curi untuk ide kostum Anda! #01 -&gt
921,2019-10-13 01:33:07+00:00,wonderguitar,Tulisan baru saya soal film #gundala dibandingkan dengan #joker https://mondiblanc.org/2019/10/09/pahlawan-super-memperjuangkan-apa-mencari-tatanan-dari-gundala-dan-joker/
922,2019-10-12 17:03:40+00:00,moviegoersphile,#Gundala abis jatuh dari motor kenapa jadi bengkak gini sih?! 
923,2019-10-12 16:53:02+00:00,Genpi_Co,Indonesia Comic Con 2019 yang berlangsung di Jakarta Convention Center Senayan Jakarta Sabtu (12/10) menjadi ajang peluncuran komik Bangkitnya Ki Wilawuk #Gundala 
924,2019-10-12 16:28:04+00:00,lelakibudiman,Tujuh Alasan Awang di Film #Gundala Pergi ke Tenggara. Nomer dua bakal bikin kamu berteriak. 
925,2019-10-12 15:54:18+00:00,malvisyahrin,Hello I am Kapten Halilintar partner of Virgo. One of Patriots. #KaptenHalilintar #Leo #virgoandthesparklings #Patriots #Likee #Gundala 
926,2019-10-12 15:45:27+00:00,imambaihaqi90,ã‚°ãƒ³ãƒ€ãƒ© #ã‚°ãƒ³ãƒ€ãƒ© #ã‚¹ãƒ¼ãƒ‘ãƒ¼ãƒ’ãƒ¼ãƒ­ãƒ¼ #ã‚¤ãƒ³ãƒ‰ãƒã‚·ã‚¢ #gundala #maxibillity #bumilangit #superhero https://www.pixiv.net/artworks/77255118
927,2019-10-12 15:27:44+00:00,gabrielfirdian,Tuh kan diketawain #Gundala #GavrielB lagi ngupil #MySon #MyBoy https://www.instagram.com/p/B3he4ZuHjuP/?igshid=1n8azf2obodpl
928,2019-10-12 13:54:06+00:00,ancharyadi,galupa sebagai @rkytbumilangit harus dong foto sama patriotnya! makasih mas @AbimanA_A #gundala utk foto dan tanda tangannya 
929,2019-10-12 13:32:27+00:00,mosmarth,New merch! #gundala X @hariprast by http://tokome.id sudah available di situs dan ready stock di Indonesia Comic Con
930,2019-10-12 12:51:08+00:00,WilliamTheodo18,Avengers punya MCU  Indonesia punya BCU Nah  Gundala menjadi series BCU yang terkenal saat ini Di Gundala ada salah satu efek yaitu Lightning  nah pengen bikinnya? ini saya ada tutorialnya https://youtu.be/BpH7-KtN1lM #BCU #Gundala #gundalabts #Indonesia #BumiLangit #LoveStory
931,2019-10-12 12:45:53+00:00,Henimation,Semoga teman-teman di Jepang baik-baik saja sending pray from Indonesian cause Allah never sleep. Daijobudesu mina! Ganbate Kudasai! . . . . #dailylife #dailycomic #gundala #komiklawas #throwback #digitaldrawingâ€¦ https://www.instagram.com/p/B3hMW0zBKjc/?igshid=13kuyknut2kvs
932,2019-10-12 12:33:40+00:00,iqball02_,FCC12 on A3 Gundala from @bumilangitcom Start from 9 September 2019 &gt
933,2019-10-12 11:28:27+00:00,rezaTL,#Gundala v1 and v2 â€œcrowdfundedâ€ suit. 
934,2019-10-12 11:26:54+00:00,bukutahu,Joko Anwar sang sutradara film Gundala https://www.bukutahu.com/2019/10/joko-anwar-sang-sutradara-film-gundala.html#.XaG4aIOvZb0.twitter #trending #gundala #jokoanwarfilms
935,2019-10-12 10:23:21+00:00,gabrielfirdian,#GavrielB #MySon #MyBoy #Gundala @Museum Sonobudoyo https://www.instagram.com/p/B3g8C72nAOa/?igshid=rfuyritmbukd
936,2019-10-12 07:39:22+00:00,_nicorizky,Jepang pun membutuhkan #gundala #PrayForJapan @jokoanwar
937,2019-10-12 07:00:37+00:00,YaminLawut,7 November?! Are you f---ing kidding me?! We should be having huge marketing campaigns teasing about #Gundala for benefit of viewers here by now! Don't tell me Joko doesn't give a s--t about many working + studying Indonesians who'd love the convenience of watching it here... 
938,2019-10-12 05:26:33+00:00,bicaraboxoffice,#JokerMovie sebentar lagi akan mengambil alih tahta #Gundala sebagai film yang paling banyak dirating di Cinepoint. Sebenarnya bukan masalah film A mengalahkan film B tapi artinya makin banyak yang kasih rating dan rating yang valid. Percayalah ini penting buat industri.
939,2019-10-12 02:17:23+00:00,bumilangitcom,Akan tampil perdana di Indonesia Comic Con @indocomiccon hanya untuk Rakyat Bumilangit Wayang Gundala oleh @isyuniarto ! Yuk datang ke Indonesia Comic Con Jakarta Convention Center 12-13 Oktober 2019! . #Gundala #JagoanIndonesia #JagatSinemaBumilangit
940,2019-10-11 22:51:45+00:00,reytenstiel,I've been listening to Wozwald lately and I need a wallpaper for my pc so here it is. Gundala in Wozwald MV style hahaha #gundala 
941,2019-10-11 17:30:18+00:00,Tunanganmu,Negara ini butuh patriot #gundala 
942,2019-10-11 13:33:52+00:00,Redpink0497,Apa apa jgn diduitin :). Cari kerja itu mmg selain untuk finansial dan masa depan yg matang tapi dibalik itu semua adalah sikap pengabdian yang tulus dan jujur untuk dilakukan. Kalau kata quote di film #Gundala ... Karena hidup kalau cuma mikirin diri sendiri ga ada gunanya
943,2019-10-11 11:00:17+00:00,bumilangitcom,Ada yang akan hadir perdana di @indocomiccon dari @iconic_project_studio ! Nantikan kehadirannya di Indonesia Comic Con 2019 Jakarta Convention Center 12-13 Oktober 2019! . #Gundala #JagoanIndonesia #JagatSinemaBumilangit
944,2019-10-11 08:51:16+00:00,egawah,Hari ini Jumat 11 Oktober 2019 hari dimana serum Gensagarum Ghaparma diluncurkan. #Gundala #JokoAnwar
945,2019-10-11 06:18:03+00:00,umenumen,#Bebas: Kue Kepang Roti Selai Es Krim Korea Indomie Telor #Gundala: Tempe Goreng Timun #DuaGarisBiru: Jus Stroberi
946,2019-10-10 17:05:00+00:00,RFKrypton,#RFK co-host @Ewiththeaccent on why Indonesian superhero #Gundala's origin resonates more than #Batman's or #Ironman's despite those movies feeling similar. Listen to the #podcast here: https://radiofreekrypton.simplecast.com/episodes/gundala-and-the-future-of-the-bumilangit-cinematic-universe or on @CJRU1280!
947,2019-10-10 16:34:22+00:00,han_fatalizious,#Gundala juga doankkk...jdi standard baru superhero...
948,2019-10-10 11:56:01+00:00,bumilangitcom,Siapa yang udah nungguin pengumuman #QuoteGundalaku ? Nah inilah pemenang lomba #QuoteGundalaku dengan @cinepoint1 ! . Selamat untuk para pemenang ya! . #Gundala #JagoanIndonesia #JagatSinemaBumilangit
949,2019-10-10 09:38:18+00:00,mirnarfin,Patung pematung terpatung dengan karya patungnya Gundala . Pemborosan kata patung dan prefix me-? Kepanasan! #gundala #museum #sculpture #sonobudoyo #sonobudoyomuseum @Museum Sonobudoyo https://www.instagram.com/p/B3btTICBXBl/?igshid=ai2x4bmpqbk3
950,2019-10-10 07:04:47+00:00,L_Dimz,Sepertinya ini yang bakal terjadi ketika serum amoralnya pengkor berhasil tersebar.. #gundala 
951,2019-10-10 03:37:07+00:00,ofixokefix,... mahijadedi x @antogantazz Diacara @malio_coffee with @kopinusantara_ â€¢ #mahijadedi #mahija #mahipren #lakonrabikeri #ngopisekndakedan #gantz #sunggengrawuh #gundala @Malioboro https://www.instagram.com/p/B3bDuKHh06r/?igshid=tqtjprfowvl4
952,2019-10-10 01:41:48+00:00,Henimation,Jangan mau kalah oleh masalah gaes Allah with us. . . . . #dailylife #dailycomic #gundala #komiklawas #throwback #digitaldrawing #digitalkomik #komikstrip #komikstrippky #komikinajah #komikin_ajah #kotakkomikâ€¦ https://www.instagram.com/p/B3a2xHKBwiu/?igshid=12odg2agc7obo
953,2019-10-10 00:37:42+00:00,yukeeis,Maafin gurunya bucin #gundala 
954,2019-10-09 08:05:51+00:00,sultanmuzaffar,Wamboi petir! Kayaknya aku merasa seperti Sancaka! #Gundala
955,2019-10-09 07:30:23+00:00,gundalaofficial,Bingung weekend ini ngapain? Datang aja ke Indonesia Comic Con (ICC) 2019 mengisi weekend teman-teman soalnya akan banyak activity dan keseruan dari jagat sinema bumilangit! Dicatet ya tgl 12-13 Oktober 2019 see you guys!! #Gundala #jagatbumilangit #jagoanindonesia
956,2019-10-09 06:46:19+00:00,SCP_Films,Bingung weekend ini ngapain? Datang aja ke Indonesia Comic Con (ICC) 2019 mengisi weekend teman-teman soalnya akan banyak activity dan keseruan dari jagat sinema bumilangit! Dicatet ya tgl 12-13 Oktober 2019 see you guys!! #Gundala #jagatbumilangit #jagoanindonesia
957,2019-10-09 03:23:11+00:00,rizalalf19,â€œSangat berbeda dengan filmnya malah filmnya jadi terlihat jelek...â€â€“ G.B.W. 2019 #gundala 
958,2019-10-09 01:50:51+00:00,buchori_nahar,akhirnya dateng jg #gundalaputrapetir . . . #negeriinibutuhpatriot #gundalamovie #gundala @Kantor Pusat Ditjend Pajak  Kementrian Keuangan Jl.Gatot Subroto  Jakarta https://www.instagram.com/p/B3YTAn1gkzY/?igshid=1xzbkq426lfip
959,2019-10-08 13:57:06+00:00,bumilangitcom,Sobat Bumilangit Ada lagi nih yang akan segera mendarat di Indonesia Comic Con 2019 tanggal 12-13 Oktober 2019! Siapa yang sudah tidak sabar? 
960,2019-10-08 09:43:13+00:00,indozonemedia,Punya lebih dari 1.100 karakter bagaimana cara Joko Anwar membangun kisah di Jagat Sinema Bumilangit? #KAMUHARUSTAU #BCU #Gundala #jokoanwar
